Name,DexOrder,SpeciesTag,SpeciesName,SpeciesTitle,AnatomyConcept,Diet,SocialBehavior,Temperament,HabitatBiomeTag,ActivityCycleTag,PrimaryElement,ElementalAffinities,Role,BaseMaxHealth,BaseAttackPower,BaseDefensePower,BaseStamina,BaseWalkSpeed,BaseRunSpeed,CaptureDifficultyModifier,WorkSuitabilityLevels,WorkSuitabilityTags,PassiveTraitTags,ActiveSkillTags,ActiveSkillElementTags,ActiveSkillCooldowns,ActiveSkillDamageMultipliers,ActiveSkillTelegraphs,PartnerSkillTag,MountedWeaponTag,DropItemTags,DropItemQuantities,ParentSpeciesA,ParentSpeciesB
MasterEcho_095_Dewrunner,95,Echo.Dewrunner,Dewrunner,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around dewrunner ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,"(Torrent,Neutral)",BaseUtility,1382.2,41.1,32.2,176.7,245.0,355.2,1.14,"(3,0,3,1,0,0,0,1,0,0,0,1)","(Work.Mining,Work.Farming,Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Dewrunner.Signature,Skill.Dewrunner.Utility,Skill.Dewrunner.Ultimate)","(Element.Torrent,Element.Neutral,Element.Torrent)","(2.0,8.2,19.5)","(0.94,1.25,1.92)","(0.35,0.65,1.35)",Partner.Dewrunner,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,2,2)",,
MasterEcho_096_Dreadmantis,96,Echo.Dreadmantis,Dreadmantis,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around dreadmantis ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Nocturnal,Abyssal,(Abyssal),BaseUtility,1399.0,41.3,32.4,177.3,258.0,374.1,1.14,"(1,0,0,0,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Dreadmantis.Signature,Skill.Dreadmantis.Utility,Skill.Dreadmantis.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(2.5,9.0,21.0)","(0.94,1.25,1.92)","(0.2,0.45,0.9)",Partner.Dreadmantis,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,3,1)",,
MasterEcho_097_Sparkwasp,97,Echo.Sparkwasp,Sparkwasp,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around sparkwasp ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1415.9,41.4,32.5,177.9,271.0,392.9,1.14,"(1,0,0,0,1,2,0,2,1,0,0,0)","(Work.Mining,Work.Building,Work.Cooling,Work.Transport,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Sparkwasp.Signature,Skill.Sparkwasp.Utility,Skill.Sparkwasp.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,9.8,22.5)","(0.94,1.25,1.93)","(0.25,0.55,1.05)",Partner.Sparkwasp,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,4,2)",,
MasterEcho_098_Terrascarab,98,Echo.Terrascarab,Terrascarab,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around terrascarab ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Crepscular,Abyssal,(Abyssal),BaseUtility,1432.9,41.6,32.6,178.5,284.0,411.8,1.14,"(1,0,0,0,1,0,3,0,1,0,3,0)","(Work.Mining,Work.Building,Work.Crafting,Work.Generator,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Terrascarab.Signature,Skill.Terrascarab.Utility,Skill.Terrascarab.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,5.0,24.0)","(0.94,1.25,1.93)","(0.3,0.65,1.2)",Partner.Terrascarab,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,5,1)",,
MasterEcho_099_Cinderant,99,Echo.Cinderant,Cinderant,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around cinderant ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1450.1,41.8,32.8,179.1,180.0,261.0,1.15,"(1,4,0,0,1,0,0,4,1,0,0,0)","(Work.Mining,Work.Gathering,Work.Building,Work.Transport,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Cinderant.Signature,Skill.Cinderant.Utility,Skill.Cinderant.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,5.8,12.0)","(0.95,1.26,1.93)","(0.35,0.45,1.35)",Partner.Cinderant,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,6,2)",,
MasterEcho_100_Frostmoth,100,Echo.Frostmoth,Frostmoth,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around frostmoth ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Nocturnal,Abyssal,"(Abyssal,Neutral)",BaseUtility,1467.3,41.9,32.9,179.7,193.0,279.8,1.15,"(1,0,0,0,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Frostmoth.Signature,Skill.Frostmoth.Utility,Skill.Frostmoth.Ultimate)","(Element.Abyssal,Element.Neutral,Element.Abyssal)","(2.0,6.6,13.5)","(0.95,1.26,1.94)","(0.2,0.55,0.9)",Partner.Frostmoth,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,2,1)",,
MasterEcho_101_Venomweaver,101,Echo.Venomweaver,Venomweaver,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around venomweaver ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1484.7,42.1,33.1,180.3,206.0,298.7,1.15,"(1,0,0,0,1,0,0,2,1,2,0,0)","(Work.Mining,Work.Building,Work.Transport,Work.Generator,Work.Medicine)","(Trait.Sturdy,Trait.Alert)","(Skill.Venomweaver.Signature,Skill.Venomweaver.Utility,Skill.Venomweaver.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(2.5,7.4,15.0)","(0.95,1.26,1.94)","(0.25,0.65,1.05)",Partner.Venomweaver,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,3,2)",,
MasterEcho_102_Lumifly,102,Echo.Lumifly,Lumifly,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around lumifly ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Crepscular,Abyssal,(Abyssal),BaseUtility,1502.2,42.2,33.2,180.9,219.0,317.6,1.15,"(1,0,0,0,1,0,0,0,1,0,3,0)","(Work.Mining,Work.Building,Work.Generator,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Lumifly.Signature,Skill.Lumifly.Utility,Skill.Lumifly.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,8.2,16.5)","(0.95,1.26,1.95)","(0.3,0.45,1.2)",Partner.Lumifly,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,4,1)",,
MasterEcho_103_Armorscorp,103,Echo.Armorscorp,Armorscorp,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around armorscorp ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1519.8,42.4,33.4,181.5,232.0,336.4,1.16,"(1,4,0,0,1,0,0,0,1,0,0,4)","(Work.Mining,Work.Gathering,Work.Building,Work.Generator,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Armorscorp.Signature,Skill.Armorscorp.Utility,Skill.Armorscorp.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,9.0,18.0)","(0.96,1.27,1.95)","(0.35,0.55,1.35)",Partner.Armorscorp,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,5,2)",,
MasterEcho_104_Chlorophyte,104,Echo.Chlorophyte,Chlorophyte,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around chlorophyte ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Nocturnal,Abyssal,(Abyssal),BaseUtility,1537.5,42.6,33.5,182.1,245.0,355.2,1.16,"(1,0,0,0,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Chlorophyte.Signature,Skill.Chlorophyte.Utility,Skill.Chlorophyte.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,9.8,19.5)","(0.96,1.27,1.95)","(0.2,0.65,0.9)",Partner.Chlorophyte,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,6,1)",,
MasterEcho_105_Dynastoceros,105,Echo.Dynastoceros,Dynastoceros,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around dynastoceros ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,"(Abyssal,Glacial)",BaseUtility,1555.3,42.7,33.6,182.7,258.0,374.1,1.16,"(1,2,0,0,1,0,0,2,1,0,0,0)","(Work.Mining,Work.Gathering,Work.Building,Work.Transport,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Dynastoceros.Signature,Skill.Dynastoceros.Utility,Skill.Dynastoceros.Ultimate)","(Element.Abyssal,Element.Glacial,Element.Abyssal)","(2.0,5.0,21.0)","(0.96,1.27,1.96)","(0.25,0.45,1.05)",Partner.Dynastoceros,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,2,2)",,
MasterEcho_106_Sporeweevil,106,Echo.Sporeweevil,Sporeweevil,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around sporeweevil ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Crepscular,Abyssal,(Abyssal),BaseUtility,1573.3,42.9,33.8,183.3,271.0,392.9,1.16,"(1,0,3,0,1,0,0,0,1,0,3,0)","(Work.Mining,Work.Farming,Work.Building,Work.Generator,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Sporeweevil.Signature,Skill.Sporeweevil.Utility,Skill.Sporeweevil.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(2.5,5.8,22.5)","(0.96,1.27,1.96)","(0.3,0.55,1.2)",Partner.Sporeweevil,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,3,1)",,
MasterEcho_107_Dunecrawler,107,Echo.Dunecrawler,Dunecrawler,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around dunecrawler ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1591.3,43.0,33.9,183.9,284.0,411.8,1.16,"(1,4,0,4,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Gathering,Work.Kindling,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Dunecrawler.Signature,Skill.Dunecrawler.Utility,Skill.Dunecrawler.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,6.6,24.0)","(0.96,1.28,1.96)","(0.35,0.65,1.35)",Partner.Dunecrawler,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,4,2)",,
MasterEcho_108_Magmacaterpillar,108,Echo.Magmacaterpillar,Magmacaterpillar,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around magmacaterpillar ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Nocturnal,Abyssal,(Abyssal),BaseUtility,1609.5,43.2,34.1,184.5,180.0,261.0,1.17,"(1,0,0,0,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Magmacaterpillar.Signature,Skill.Magmacaterpillar.Utility,Skill.Magmacaterpillar.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,7.4,12.0)","(0.97,1.28,1.97)","(0.2,0.45,0.9)",Partner.Magmacaterpillar,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,5,1)",,
MasterEcho_109_Abyssalsentinel,109,Echo.Abyssalsentinel,Abyssalsentinel,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around abyssalsentinel ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1627.8,43.4,34.2,185.1,193.0,279.8,1.17,"(1,0,0,0,1,2,0,2,1,0,0,0)","(Work.Mining,Work.Building,Work.Cooling,Work.Transport,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Abyssalsentinel.Signature,Skill.Abyssalsentinel.Utility,Skill.Abyssalsentinel.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,8.2,13.5)","(0.97,1.28,1.97)","(0.25,0.55,1.05)",Partner.Abyssalsentinel,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,6,2)",,
MasterEcho_110_Razorbeetle,110,Echo.Razorbeetle,Razorbeetle,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around razorbeetle ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Crepscular,Abyssal,"(Abyssal,Torrent)",BaseUtility,1646.2,43.5,34.3,185.7,206.0,298.7,1.17,"(1,0,0,0,1,0,3,0,1,0,3,0)","(Work.Mining,Work.Building,Work.Crafting,Work.Generator,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Razorbeetle.Signature,Skill.Razorbeetle.Utility,Skill.Razorbeetle.Ultimate)","(Element.Abyssal,Element.Torrent,Element.Abyssal)","(2.0,9.0,15.0)","(0.97,1.28,1.97)","(0.3,0.65,1.2)",Partner.Razorbeetle,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,2,1)",,
MasterEcho_111_Miretick,111,Echo.Miretick,Miretick,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around miretick ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1664.8,43.7,34.5,186.3,219.0,317.6,1.17,"(1,4,0,0,1,0,0,4,1,0,0,0)","(Work.Mining,Work.Gathering,Work.Building,Work.Transport,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Miretick.Signature,Skill.Miretick.Utility,Skill.Miretick.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(2.5,9.8,16.5)","(0.97,1.29,1.98)","(0.35,0.45,1.35)",Partner.Miretick,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,3,2)",,
MasterEcho_112_Crystalcicada,112,Echo.Crystalcicada,Crystalcicada,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around crystalcicada ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Nocturnal,Abyssal,(Abyssal),BaseUtility,1683.4,43.8,34.6,186.9,232.0,336.4,1.17,"(1,0,0,0,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Crystalcicada.Signature,Skill.Crystalcicada.Utility,Skill.Crystalcicada.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,5.0,18.0)","(0.97,1.29,1.98)","(0.2,0.55,0.9)",Partner.Crystalcicada,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,4,1)",,
MasterEcho_113_Emberhornet,113,Echo.Emberhornet,Emberhornet,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around emberhornet ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1702.2,44.0,34.8,187.5,245.0,355.2,1.18,"(1,0,0,0,1,0,0,2,1,2,0,0)","(Work.Mining,Work.Building,Work.Transport,Work.Generator,Work.Medicine)","(Trait.Sturdy,Trait.Alert)","(Skill.Emberhornet.Signature,Skill.Emberhornet.Utility,Skill.Emberhornet.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,5.8,19.5)","(0.98,1.29,1.99)","(0.25,0.65,1.05)",Partner.Emberhornet,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,5,2)",,
MasterEcho_114_Glacialgrub,114,Echo.Glacialgrub,Glacialgrub,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around glacialgrub ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Crepscular,Abyssal,(Abyssal),BaseUtility,1721.1,44.2,34.9,188.1,258.0,374.1,1.18,"(1,0,0,0,1,0,0,0,1,0,3,0)","(Work.Mining,Work.Building,Work.Generator,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Glacialgrub.Signature,Skill.Glacialgrub.Utility,Skill.Glacialgrub.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,6.6,21.0)","(0.98,1.29,1.99)","(0.3,0.45,1.2)",Partner.Glacialgrub,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,6,1)",,
MasterEcho_115_Voltbeetle,115,Echo.Voltbeetle,Voltbeetle,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around voltbeetle ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,"(Abyssal,Astra)",BaseUtility,1740.1,44.3,35.0,188.7,271.0,392.9,1.18,"(1,4,0,0,1,0,0,0,1,0,0,4)","(Work.Mining,Work.Gathering,Work.Building,Work.Generator,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Voltbeetle.Signature,Skill.Voltbeetle.Utility,Skill.Voltbeetle.Ultimate)","(Element.Abyssal,Element.Astra,Element.Abyssal)","(2.0,7.4,22.5)","(0.98,1.29,1.99)","(0.35,0.55,1.35)",Partner.Voltbeetle,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,2,2)",,
MasterEcho_116_Rootweevil,116,Echo.Rootweevil,Rootweevil,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around rootweevil ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Nocturnal,Abyssal,(Abyssal),BaseUtility,1759.2,44.5,35.2,189.3,284.0,411.8,1.18,"(1,0,0,0,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Rootweevil.Signature,Skill.Rootweevil.Utility,Skill.Rootweevil.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(2.5,8.2,24.0)","(0.98,1.3,2.0)","(0.2,0.65,0.9)",Partner.Rootweevil,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,3,1)",,
MasterEcho_117_Ashsilkworm,117,Echo.Ashsilkworm,Ashsilkworm,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around ashsilkworm ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1778.4,44.7,35.3,189.9,180.0,261.0,1.18,"(1,2,0,0,1,0,0,2,1,0,0,0)","(Work.Mining,Work.Gathering,Work.Building,Work.Transport,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Ashsilkworm.Signature,Skill.Ashsilkworm.Utility,Skill.Ashsilkworm.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,9.0,12.0)","(0.98,1.3,2.0)","(0.25,0.45,1.05)",Partner.Ashsilkworm,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,4,2)",,
MasterEcho_118_Gloomhopper,118,Echo.Gloomhopper,Gloomhopper,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around gloomhopper ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Crepscular,Abyssal,(Abyssal),BaseUtility,1797.7,44.8,35.5,190.6,193.0,279.8,1.19,"(1,0,3,0,1,0,0,0,1,0,3,0)","(Work.Mining,Work.Farming,Work.Building,Work.Generator,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Gloomhopper.Signature,Skill.Gloomhopper.Utility,Skill.Gloomhopper.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,9.8,13.5)","(0.99,1.3,2.0)","(0.3,0.55,1.2)",Partner.Gloomhopper,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,5,1)",,
MasterEcho_119_Ironmantid,119,Echo.Ironmantid,Ironmantid,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around ironmantid ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Diurnal,Abyssal,(Abyssal),BaseUtility,1817.2,45.0,35.6,191.2,206.0,298.7,1.19,"(1,4,0,4,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Gathering,Work.Kindling,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Ironmantid.Signature,Skill.Ironmantid.Utility,Skill.Ironmantid.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,5.0,15.0)","(0.99,1.3,2.01)","(0.35,0.65,1.35)",Partner.Ironmantid,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,6,2)",,
MasterEcho_120_Astrapupa,120,Echo.Astrapupa,Astrapupa,ChitinousArthropods HiveSwarm,Original chitinousarthropods anatomy built around astrapupa ecological silhouette; not a palette variant.,Herbivore,HiveSwarm,Docile,Biome.ScorchedObsidianCaldera,Activity.Nocturnal,Abyssal,"(Abyssal,Volt)",BaseUtility,1836.8,45.1,35.7,191.8,219.0,317.6,1.19,"(1,0,0,0,1,0,0,0,1,0,0,0)","(Work.Mining,Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Astrapupa.Signature,Skill.Astrapupa.Utility,Skill.Astrapupa.Ultimate)","(Element.Abyssal,Element.Volt,Element.Abyssal)","(2.0,5.8,16.5)","(0.99,1.31,2.01)","(0.2,0.45,0.9)",Partner.Astrapupa,,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,2,1)",,
MasterEcho_121_Lambit,121,Echo.Lambit,Lambit,FloraFungiSpirits DocileHerd,Original florafungispirits anatomy built around lambit ecological silhouette; not a palette variant.,Herbivore,DocileHerd,Docile,Biome.DawnMeadows,Activity.Diurnal,Neutral,(Neutral),BaseUtility,1856.5,45.3,35.9,192.4,232.0,336.4,1.19,"(0,1,0,0,0,1,3,0,3,1,0,0)","(Work.Gathering,Work.Cooling,Work.Crafting,Work.Generator,Work.Medicine)","(Trait.Sturdy,Trait.Alert)","(Skill.Lambit.Signature,Skill.Lambit.Utility,Skill.Lambit.Ultimate)","(Element.Neutral,Element.Neutral,Element.Neutral)","(2.5,6.6,18.0)","(0.99,1.31,2.01)","(0.25,0.55,1.05)",Partner.Lambit,,"(Item.Meat,Item.Fiber,Item.NeutralOrgan)","(2,3,2)",,
MasterEcho_122_MischiefCat,122,Echo.MischiefCat,MischiefCat,FloraFungiSpirits DocileHerd,Original florafungispirits anatomy built around mischiefcat ecological silhouette; not a palette variant.,Herbivore,DocileHerd,Docile,Biome.DawnMeadows,Activity.Crepscular,Neutral,(Neutral),BaseUtility,1876.3,45.5,36.0,193.0,245.0,355.2,1.19,"(0,1,0,0,0,1,0,4,0,1,0,4)","(Work.Gathering,Work.Cooling,Work.Transport,Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.MischiefCat.Signature,Skill.MischiefCat.Utility,Skill.MischiefCat.Ultimate)","(Element.Neutral,Element.Neutral,Element.Neutral)","(3.0,7.4,19.5)","(0.99,1.31,2.02)","(0.3,0.65,1.2)",Partner.MischiefCat,,"(Item.Meat,Item.Fiber,Item.NeutralOrgan)","(3,4,1)",,
MasterEcho_123_Sporecap,123,Echo.Sporecap,Sporecap,FloraFungiSpirits DocileHerd,Original florafungispirits anatomy built around sporecap ecological silhouette; not a palette variant.,Herbivore,DocileHerd,Docile,Biome.DawnMeadows,Activity.Diurnal,Neutral,(Neutral),BaseUtility,1896.2,45.6,36.2,193.6,258.0,374.1,1.2,"(0,1,1,0,0,1,0,0,1,1,0,0)","(Work.Gathering,Work.Farming,Work.Cooling,Work.Generator,Work.Medicine)","(Trait.Sturdy,Trait.Alert)","(Skill.Sporecap.Signature,Skill.Sporecap.Utility,Skill.Sporecap.Ultimate)","(Element.Neutral,Element.Neutral,Element.Neutral)","(3.5,8.2,21.0)","(1.0,1.31,2.02)","(0.35,0.45,1.35)",Partner.Sporecap,,"(Item.Meat,Item.Fiber,Item.NeutralOrgan)","(1,5,2)",,
MasterEcho_124_Florafox,124,Echo.Florafox,Florafox,FloraFungiSpirits DocileHerd,Original florafungispirits anatomy built around florafox ecological silhouette; not a palette variant.,Herbivore,DocileHerd,Docile,Biome.DawnMeadows,Activity.Nocturnal,Neutral,(Neutral),BaseUtility,1916.3,45.8,36.3,194.2,271.0,392.9,1.2,"(0,1,0,0,0,2,0,0,0,2,0,0)","(Work.Gathering,Work.Cooling,Work.Medicine)","(Trait.Sturdy,Trait.Alert)","(Skill.Florafox.Signature,Skill.Florafox.Utility,Skill.Florafox.Ultimate)","(Element.Neutral,Element.Neutral,Element.Neutral)","(4.0,9.0,22.5)","(1.0,1.32,2.03)","(0.2,0.55,0.9)",Partner.Florafox,,"(Item.Meat,Item.Fiber,Item.NeutralOrgan)","(2,6,1)",,
MasterEcho_125_Treantling,125,Echo.Treantling,Treantling,FloraFungiSpirits DocileHerd,Original florafungispirits anatomy built around treantling ecological silhouette; not a palette variant.,Herbivore,DocileHerd,Docile,Biome.DawnMeadows,Activity.Diurnal,Neutral,"(Neutral,Torrent)",BaseUtility,1936.4,45.9,36.4,194.8,284.0,411.8,1.2,"(0,1,0,0,0,1,0,0,3,1,3,0)","(Work.Gathering,Work.Cooling,Work.Generator,Work.Medicine,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Treantling.Signature,Skill.Treantling.Utility,Skill.Treantling.Ultimate)","(Element.Neutral,Element.Torrent,Element.Neutral)","(2.0,9.8,24.0)","(1.0,1.32,2.03)","(0.25,0.65,1.05)",Partner.Treantling,,"(Item.Meat,Item.Fiber,Item.NeutralOrgan)","(3,2,2)",,
